0.000001,2
0.000001,3
0.000001,4
0.000001,5
0.000001,6
0.000001,7
0.000001,8
0.000001,9
0.000001,10
0.000001,11
0.000001,12
0.000001,13
0.000001,14
0.000001,15
0.000001,16
0.000001,17
0.000001,18
0.000001,19
0.000001,20
0.000001,21
0.000001,22
0.000001,23
0.000001,24
0.000002,25
0.000002,26
0.000002,27
0.000002,28
0.000002,29
0.000002,30
0.000002,31
0.000002,32
0.000002,33
0.000002,34
0.000003,35
0.000003,36
0.000003,37
0.000003,38
0.000003,39
0.000003,40
0.000004,41
0.000004,42
0.000004,43
0.000004,44
0.000004,45
0.000004,46
0.000004,47
0.000004,48
0.000005,49
0.000005,50
0.000005,51
0.000005,52
0.000005,53
0.000005,54
0.000006,55
0.000006,56
0.000006,57
0.000006,58
0.000006,59
0.000007,60
0.000007,61
0.000007,62
0.000007,63
0.000007,64
0.000008,65
0.000008,66
0.000008,67
0.000008,68
0.000009,69
0.000008,70
0.000009,71
0.000009,72
0.000009,73
0.000009,74
0.000010,75
0.000010,76
0.000010,77
0.000010,78
0.000011,79
0.000011,80
0.000011,81
0.000011,82
0.000012,83
0.000012,84
0.000012,85
0.000012,86
0.000013,87
0.000013,88
0.000015,89
0.000013,90
0.000014,91
0.000014,92
0.000015,93
0.000015,94
0.000016,95
0.000016,96
0.000016,97
0.000016,98
0.000017,99
0.000017,100
0.000019,101
0.000017,102
0.000017,103
0.000019,104
0.000019,105
0.000018,106
0.000019,107
0.000019,108
0.000020,109
0.000020,110
0.000020,111
0.000022,112
0.000021,113
0.000021,114
0.000022,115
0.000022,116
0.000025,117
0.000023,118
0.000023,119
0.000024,120
0.000024,121
0.000025,122
0.000024,123
0.000024,124
0.000025,125
0.000025,126
0.000026,127
0.000026,128
0.000027,129
0.000028,130
0.000028,131
0.000028,132
0.000028,133
0.000030,134
0.000029,135
0.000034,136
0.000030,137
0.000031,138
0.000032,139
0.000032,140
0.000032,141
0.000032,142
0.000033,143
0.000035,144
0.000034,145
0.000034,146
0.000036,147
0.000035,148
0.000035,149
0.000037,150
0.000036,151
0.000036,152
0.000037,153
0.000038,154
0.000039,155
0.000039,156
0.000039,157
0.000044,158
0.000043,159
0.000044,160
0.000043,161
0.000041,162
0.000042,163
0.000043,164
0.000050,165
0.000043,166
0.000045,167
0.000050,168
0.000049,169
0.000052,170
0.000051,171
0.000046,172
0.000048,173
0.000051,174
0.000055,175
0.000055,176
0.000049,177
0.000049,178
0.000050,179
0.000057,180
0.000051,181
0.000054,182
0.000062,183
0.000052,184
0.000057,185
0.000060,186
0.000054,187
0.000056,188
0.000062,189
0.000056,190
0.000059,191
0.000057,192
0.000058,193
0.000065,194
0.000059,195
0.000062,196
0.000066,197
0.000060,198
0.000070,199
0.000065,200
0.000063,201
0.000069,202
0.000064,203
0.000065,204
0.000065,205
0.000067,206
0.000075,207
0.000066,208
0.000072,209
0.000068,210
0.000069,211
0.000070,212
0.000070,213
0.000073,214
0.000071,215
0.000074,216
0.000081,217
0.000078,218
0.000087,219
0.000081,220
0.000075,221
0.000075,222
0.000082,223
0.000077,224
0.000080,225
0.000078,226
0.000083,227
0.000083,228
0.000082,229
0.000088,230
0.000084,231
0.000084,232
0.000084,233
0.000090,234
0.000087,235
0.000093,236
0.000087,237
0.000086,238
0.000089,239
0.000098,240
0.000089,241
0.000089,242
0.000095,243
0.000098,244
0.000095,245
0.000102,246
0.000097,247
0.000094,248
0.000096,249
0.000097,250
0.000107,251
0.000097,252
0.000109,253
0.000112,254
0.000107,255
0.000101,256
0.000101,257
0.000107,258
0.000103,259
0.000112,260
0.000104,261
0.000116,262
0.000107,263
0.000109,264
0.000110,265
0.000131,266
0.000119,267
0.000118,268
0.000126,269
0.000117,270
0.000113,271
0.000122,272
0.000116,273
0.000114,274
0.000130,275
0.000118,276
0.000121,277
0.000123,278
0.000120,279
0.000134,280
0.000137,281
0.000123,282
0.000122,283
0.000129,284
0.000130,285
0.000132,286
0.000136,287
0.000130,288
0.000139,289
0.000135,290
0.000132,291
0.000156,292
0.000134,293
0.000134,294
0.000137,295
0.000133,296
0.000142,297
0.000147,298
0.000145,299
0.000137,300
0.000148,301
0.000144,302
0.000141,303
0.000140,304
0.000148,305
0.000149,306
0.000150,307
0.000148,308
0.000156,309
0.000153,310
0.000152,311
0.000162,312
0.000160,313
0.000150,314
0.000160,315
0.000168,316
0.000163,317
0.000158,318
0.000157,319
0.000159,320
0.000167,321
0.000159,322
0.000163,323
0.000160,324
0.000163,325
0.000165,326
0.000168,327
0.000172,328
0.000178,329
0.000173,330
0.000170,331
0.000177,332
0.000171,333
0.000172,334
0.000181,335
0.000180,336
0.000177,337
0.000187,338
0.000192,339
0.000176,340
0.000183,341
0.000178,342
0.000179,343
0.000181,344
0.000195,345
0.000188,346
0.000184,347
0.000193,348
0.000194,349
0.000190,350
0.000188,351
0.000188,352
0.000190,353
0.000194,354
0.000191,355
0.000193,356
0.000193,357
0.000203,358
0.000203,359
0.000209,360
0.000206,361
0.000210,362
0.000203,363
0.000217,364
0.000208,365
0.000207,366
0.000211,367
0.000208,368
0.000214,369
0.000211,370
0.000208,371
0.000211,372
0.000214,373
0.000218,374
0.000216,375
0.000224,376
0.000235,377
0.000222,378
0.000227,379
0.000220,380
0.000224,381
0.000222,382
0.000236,383
0.000225,384
0.000236,385
0.000232,386
0.000242,387
0.000243,388
0.000233,389
0.000243,390
0.000232,391
0.000238,392
0.000235,393
0.000245,394
0.000250,395
0.000245,396
0.000241,397
0.000245,398
0.000251,399
0.000269,400
0.000251,401
0.000252,402
0.000246,403
0.000276,404
0.000255,405
0.000265,406
0.000256,407
0.000251,408
0.000254,409
0.000268,410
0.000273,411
0.000261,412
0.000273,413
0.000275,414
